Timestamp,Value
2026-09-23 18:10:52,84.57
2026-09-23 18:20:47,84.57
2026-09-23 18:30:54,84.57
2026-09-23 18:40:45,84.57
2026-09-23 18:50:55,241.69
2026-09-23 19:00:57,84.56
2026-09-23 19:10:45,84.56
2026-09-23 19:20:49,84.56
2026-09-23 19:30:47,241.69
2026-09-23 19:40:42,241.69
2026-09-23 19:50:44,84.57
2026-09-23 20:00:54,84.57
2026-09-23 20:10:47,84.57
2026-09-23 20:20:46,84.57
2026-09-23 20:30:56,84.57
2026-09-23 20:40:45,84.57
2026-09-23 20:50:44,241.76
2026-09-23 21:01:06,84.56
2026-09-23 21:10:42,84.56
2026-09-23 21:20:48,84.56
2026-09-23 21:30:52,84.56
2026-09-23 21:40:48,84.56
2026-09-23 21:50:47,84.56
2026-09-23 22:01:02,84.58
2026-09-23 22:10:48,84.58
2026-09-23 22:20:48,84.58
2026-09-23 22:30:49,84.58
2026-09-23 22:40:42,84.58
2026-09-23 22:50:48,84.57
2026-09-23 23:00:56,84.57
2026-09-23 23:10:46,241.78
2026-09-23 23:20:48,84.57
2026-09-23 23:30:54,84.57
2026-09-23 23:40:48,84.57
2026-09-23 23:50:45,241.79
2026-09-24 00:00:59,84.57
2026-09-24 00:10:48,84.57
2026-09-24 00:20:46,84.57
2026-09-24 00:30:55,84.57
2026-09-24 00:40:48,241.79
2026-09-24 00:50:46,84.58
2026-09-24 01:00:58,84.58
2026-09-24 01:10:49,84.58
2026-09-24 01:20:47,84.58
2026-09-24 01:30:53,241.8
2026-09-24 01:40:37,84.58
2026-09-24 01:50:48,84.59
2026-09-24 02:00:54,241.82
2026-09-24 02:10:48,84.59
2026-09-24 02:20:46,84.59
2026-09-24 02:30:51,84.59
2026-09-24 02:40:44,84.59
2026-09-24 02:50:46,84.58
2026-09-24 03:00:56,84.58
2026-09-24 03:10:44,84.58
2026-09-24 03:20:43,84.58
2026-09-24 03:30:49,241.83
2026-09-24 03:40:50,84.58
2026-09-24 03:50:44,84.59
2026-09-24 04:00:59,84.59
2026-09-24 04:10:52,84.59
2026-09-24 04:20:45,84.59
2026-09-24 04:30:50,84.59
2026-09-24 04:40:43,84.59
2026-09-24 04:50:49,84.59
2026-09-24 05:00:58,84.59
2026-09-24 05:10:43,84.59
2026-09-24 05:20:44,84.59
2026-09-24 05:30:50,84.59
2026-09-24 05:40:44,84.59
2026-09-24 05:50:44,84.59
2026-09-24 06:01:03,84.59
2026-09-24 06:10:44,84.59
2026-09-24 06:20:50,84.59
2026-09-24 06:30:54,84.59
2026-09-24 06:40:45,84.59
2026-09-24 06:50:40,84.6
2026-09-24 07:01:01,84.6
2026-09-24 07:10:43,84.6
2026-09-24 07:20:44,84.6
2026-09-24 07:30:46,84.6
2026-09-24 07:40:46,84.6
2026-09-24 07:50:47,84.6
2026-09-24 08:01:03,84.6
2026-09-24 08:10:49,241.87
2026-09-24 08:20:52,241.87
2026-09-24 08:30:50,84.6
2026-09-24 08:40:43,84.6
2026-09-24 08:50:46,84.59
2026-09-24 09:00:57,84.59
2026-09-24 09:10:48,84.59
2026-09-24 09:20:58,84.59
2026-09-24 09:30:46,84.59
2026-09-24 09:40:46,84.59
2026-09-24 09:50:50,84.6
2026-09-24 10:00:58,241.88
2026-09-24 10:10:47,84.6
2026-09-24 10:20:44,84.6
2026-09-24 10:30:55,84.6
2026-09-24 10:40:55,84.6
2026-09-24 10:50:56,84.6
2026-09-24 11:01:04,84.58
2026-09-24 11:10:52,241.9
2026-09-24 11:20:51,84.58
2026-09-24 11:30:58,84.58
2026-09-24 11:40:53,84.58
2026-09-24 11:50:51,84.59
2026-09-24 12:01:13,84.59
2026-09-24 12:10:46,84.59
2026-09-24 12:20:50,84.59
2026-09-24 12:30:57,84.59
2026-09-24 12:40:50,84.59
2026-09-24 12:50:50,84.59
2026-09-24 13:01:07,84.59
2026-09-24 13:10:45,84.59
2026-09-24 13:20:48,84.59
2026-09-24 13:30:52,241.91
2026-09-24 13:40:46,84.59
2026-09-24 13:50:46,84.59
2026-09-24 14:01:44,84.6
2026-09-24 14:11:06,84.6
2026-09-24 14:20:50,84.6
2026-09-24 14:31:00,84.6
2026-09-24 14:40:49,84.6
2026-09-24 14:50:44,84.6
2026-09-24 15:01:00,84.59
2026-09-24 15:10:52,84.59
2026-09-24 15:20:49,241.92
2026-09-24 15:30:57,84.59
2026-09-24 15:41:04,84.59
2026-09-24 15:51:04,241.93
2026-09-24 16:01:26,84.59
2026-09-24 16:10:50,84.59
2026-09-24 16:20:49,84.59
2026-09-24 16:30:54,84.59
2026-09-24 16:40:41,84.59
2026-09-24 16:50:45,84.59
2026-09-24 17:00:52,84.59
2026-09-24 17:10:48,84.59
2026-09-24 17:20:55,84.59
2026-09-24 17:30:54,84.59
2026-09-24 17:40:48,84.59
2026-09-24 17:50:45,84.59
2026-09-24 18:01:05,84.59
2026-09-24 18:10:49,84.59
2026-09-24 18:20:50,84.59
2026-09-24 18:30:52,84.59
2026-09-24 18:40:49,84.59
2026-09-24 18:51:07,84.59
2026-09-24 19:01:00,84.59
2026-09-24 19:10:43,84.59
2026-09-24 19:20:50,84.59
2026-09-24 19:30:52,84.59
2026-09-24 19:40:47,84.59
2026-09-24 19:50:49,84.6
2026-09-24 20:01:04,84.6
2026-09-24 20:10:48,84.6
2026-09-24 20:20:48,84.6
2026-09-24 20:30:47,84.6
2026-09-24 20:40:46,84.6
2026-09-24 20:50:42,84.59
2026-09-24 21:01:02,84.59
2026-09-24 21:10:57,84.59
2026-09-24 21:21:22,84.59
2026-09-24 21:30:56,84.59
2026-09-24 21:40:45,242.0
2026-09-24 21:51:14,242.04
2026-09-24 22:01:02,84.6
2026-09-24 22:10:47,84.6
2026-09-24 22:20:47,84.6
2026-09-24 22:30:55,84.6
2026-09-24 22:40:47,84.6
2026-09-24 22:50:47,84.62
2026-09-24 23:00:54,84.62
2026-09-24 23:10:42,84.62
2026-09-24 23:20:44,242.17
2026-09-24 23:30:49,84.62
2026-09-24 23:40:49,84.62
2026-09-24 23:50:55,84.62
2026-09-25 00:01:01,84.62
2026-09-25 00:10:45,84.62
2026-09-25 00:20:48,84.62
2026-09-25 00:30:56,84.62
2026-09-25 00:40:46,84.62
2026-09-25 00:50:49,84.62
2026-09-25 01:01:00,84.62
2026-09-25 01:12:14,242.4
2026-09-25 01:20:47,84.62
2026-09-25 01:30:53,84.62
2026-09-25 01:40:45,84.62
2026-09-25 01:50:46,84.62
2026-09-25 02:00:54,84.61
2026-09-25 02:10:49,84.61
2026-09-25 02:20:45,84.61
2026-09-25 02:30:51,84.61
2026-09-25 02:41:05,84.61
2026-09-25 02:50:44,84.61
2026-09-25 03:00:56,84.63
2026-09-25 03:10:47,84.63
2026-09-25 03:20:45,84.63
2026-09-25 03:30:48,84.63
2026-09-25 03:40:52,84.63
2026-09-25 03:50:42,84.63
2026-09-25 04:00:57,84.63
2026-09-25 04:10:44,84.63
2026-09-25 04:20:50,84.63
2026-09-25 04:30:51,84.63
2026-09-25 04:40:45,84.63
2026-09-25 04:50:47,84.63
2026-09-25 05:00:54,242.74
2026-09-25 05:10:45,84.63
2026-09-25 05:20:51,242.74
2026-09-25 05:30:50,84.63
2026-09-25 05:40:44,84.63
2026-09-25 05:50:48,84.64
2026-09-25 06:00:53,84.64
2026-09-25 06:10:48,84.64
2026-09-25 06:20:50,84.64
2026-09-25 06:30:56,84.64
2026-09-25 06:40:50,84.64
2026-09-25 06:50:42,84.63
2026-09-25 07:00:58,84.63
2026-09-25 07:10:46,84.63
2026-09-25 07:20:53,84.63
2026-09-25 07:30:56,242.81
2026-09-25 07:40:45,84.63
2026-09-25 07:50:50,84.64
2026-09-25 08:00:55,242.85
2026-09-25 08:10:48,84.64
2026-09-25 08:20:49,84.64
2026-09-25 08:31:05,242.85
2026-09-25 08:40:50,84.64
2026-09-25 08:51:20,84.64
2026-09-25 09:01:04,84.64
2026-09-25 09:10:43,84.64
2026-09-25 09:20:49,84.64
2026-09-25 09:31:00,84.64
2026-09-25 09:41:21,84.64
2026-09-25 09:50:45,84.63
2026-09-25 10:00:59,84.63
2026-09-25 10:10:42,84.63
2026-09-25 10:20:53,84.63
2026-09-25 10:30:49,84.63
2026-09-25 10:40:40,84.63
2026-09-25 10:50:43,84.64
2026-09-25 11:01:05,84.64
2026-09-25 11:10:48,84.64
2026-09-25 11:20:52,84.64
2026-09-25 11:30:48,84.64
2026-09-25 11:40:48,84.64
2026-09-25 11:50:43,84.64
2026-09-25 12:00:59,84.64
2026-09-25 12:10:44,84.64
2026-09-25 12:20:44,84.64
2026-09-25 12:30:56,84.64
2026-09-25 12:40:46,84.64
2026-09-25 12:50:46,84.63
2026-09-25 13:01:02,84.63
2026-09-25 13:10:42,84.63
2026-09-25 13:20:44,84.63
2026-09-25 13:30:55,84.63
2026-09-25 13:40:44,84.63
2026-09-25 13:50:44,84.64
2026-09-25 14:01:04,84.64
2026-09-25 14:10:51,84.64
2026-09-25 14:20:48,84.64
2026-09-25 14:30:55,84.64
2026-09-25 14:40:48,84.64
2026-09-25 14:50:48,84.63
2026-09-25 15:00:58,84.63
2026-09-25 15:10:42,84.63
2026-09-25 15:20:45,84.63
2026-09-25 15:30:53,84.63
2026-09-25 15:40:48,84.63
2026-09-25 15:50:43,84.63
2026-09-25 16:01:15,84.62
2026-09-25 16:10:56,84.62
2026-09-25 16:20:45,84.62
2026-09-25 16:30:56,84.62
2026-09-25 16:40:52,84.62
2026-09-25 16:50:48,84.62
2026-09-25 17:00:59,242.99
2026-09-25 17:10:53,242.99
2026-09-25 17:20:46,84.62
2026-09-25 17:30:55,84.62
2026-09-25 17:40:44,242.99
2026-09-25 17:50:51,84.61
2026-09-25 18:01:03,84.61
2026-09-25 18:10:49,84.61
2026-09-25 18:20:47,84.61
2026-09-25 18:30:51,84.61
2026-09-25 18:40:48,84.61
2026-09-25 18:50:39,84.63
2026-09-25 19:01:00,84.63
2026-09-25 19:10:44,84.63
2026-09-25 19:20:42,84.63
2026-09-25 19:31:04,84.63
2026-09-25 19:40:57,84.63
2026-09-25 19:50:50,84.62
2026-09-25 20:00:56,84.62
2026-09-25 20:10:45,242.95
2026-09-25 20:20:42,84.62
2026-09-25 20:30:56,84.62
2026-09-25 20:40:49,84.62
2026-09-25 20:50:47,84.62
2026-09-25 21:01:10,84.62
2026-09-25 21:10:49,84.62
2026-09-25 21:20:42,84.62
2026-09-25 21:30:52,84.62
2026-09-25 21:40:43,84.62
2026-09-25 21:50:50,84.61
2026-09-25 22:00:56,84.61
2026-09-25 22:10:47,84.61
2026-09-25 22:20:46,84.61
2026-09-25 22:31:04,242.97
2026-09-25 22:40:47,242.97
2026-09-25 22:50:48,84.62
2026-09-25 23:00:53,84.62
2026-09-25 23:10:48,84.62
2026-09-25 23:20:43,84.62
2026-09-25 23:30:52,84.62
2026-09-25 23:40:43,84.62
2026-09-25 23:50:40,84.62
2026-09-26 00:01:00,84.62
2026-09-26 00:10:42,84.62
2026-09-26 00:20:42,84.62
2026-09-26 00:30:57,84.62
2026-09-26 00:40:42,84.62
2026-09-26 00:50:46,243.05
2026-09-26 01:00:54,243.05
2026-09-26 01:10:46,84.62
2026-09-26 01:20:42,84.62
2026-09-26 01:30:54,84.62
2026-09-26 01:40:43,84.62
2026-09-26 01:50:38,84.62
2026-09-26 02:01:02,84.62
2026-09-26 02:10:49,84.62
2026-09-26 02:20:44,84.62
2026-09-26 02:30:51,84.62
2026-09-26 02:40:42,84.62
2026-09-26 02:50:41,84.61
2026-09-26 03:00:54,84.61
2026-09-26 03:10:46,84.61
2026-09-26 03:20:46,84.61
2026-09-26 03:30:48,243.08
2026-09-26 03:40:44,84.61
2026-09-26 03:50:43,84.61
